gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
Gm6509	ENSMUST00000098286.3	chr5	+	Annotation	(94624012, 94624012)	(94624012, 94624012)
Gm6526	ENSMUST00000100643.3,ENSMUST00000179860.1	chr14	+	Annotation	(43747873, 43747873)	(43747873, 43747873)
Gm6531	ENSMUST00000076896.5	chr8	+	Annotation	(85171321, 85171321)	(85171321, 85171321)
Gm6537	P1P2	chr7	+	CAGE, matched peaks	(28756138, 28756157)	(28756101, 28756107)
Gm6563	P1P2	chr19	+	CAGE, primary peaks	(23675839, 23675863)	(23675839, 23675863)
Gm6569	ENSMUST00000154520.1	chr15	+	Annotation	(73834560, 73834560)	(73834560, 73834560)
Gm6576	P1P2	chr15	+	CAGE, primary peaks	(27025296, 27025298)	(27025296, 27025298)
Gm6578	ENSMUST00000080891.5	chr6	-	Annotation	(12109582, 12109582)	(12109582, 12109582)
Gm6583	P1P2	chr5	-	CAGE, matched peaks	(112356019, 112356065)	(112356019, 112356065)
Gm6588	P1P2	chr5	+	CAGE, matched peaks	(112449405, 112449414)	(112449405, 112449414)
Gm6592	ENSMUST00000115563.1	chrX	+	Annotation	(8843993, 8843993)	(8843993, 8843993)
Gm6594	P1P2	chr17	+	CAGE, primary peaks	(82539159, 82539171)	(82539159, 82539171)
Gm6604	ENSMUST00000178457.1	chrX	+	Annotation	(123581699, 123581699)	(123581699, 123581699)
Gm6605	ENSMUST00000031488.9	chr7	-	Annotation	(38869693, 38869693)	(38869693, 38869693)
Gm6614	ENSMUST00000181628.1	chr6	-	Annotation	(142011413, 142011413)	(142011413, 142011413)
Gm6619	ENSMUST00000159229.1	chr6	+	Annotation	(131486399, 131486399)	(131486399, 131486399)
Gm6625	ENSMUST00000177870.1	chr8	-	Annotation	(89147246, 89147246)	(89147246, 89147246)
Gm6632	ENSMUST00000168425.2	chr5	+	Annotation	(59053598, 59053598)	(59053598, 59053598)
Gm6658	P1P2	chr8	-	CAGE, primary peaks	(90908399, 90908423)	(90908399, 90908423)
Gm6665	ENSMUST00000165131.2	chr18	-	Annotation	(31820412, 31820412)	(31820412, 31820412)
Gm6676	ENSMUST00000166493.1,ENSMUST00000178376.1	chr14	-	Annotation	(7125370, 7125370)	(7125370, 7125370)
Gm6685	ENSMUST00000042595.6	chr11	-	Annotation	(28339866, 28339866)	(28339866, 28339866)
Gm6686	ENSMUST00000178455.1	chr17	-	Annotation	(15566420, 15566420)	(15566420, 15566420)
Gm6696	ENSMUST00000098887.2,ENSMUST00000168331.1	chr8	+	Annotation	(21583026, 21583026)	(21583026, 21583026)
Gm6710	P1P2	chr2	+	CAGE, matched peaks	(175869281, 175869294)	(175869281, 175869294)
Gm6712	ENSMUST00000105311.3	chr17	+	Annotation	(17316077, 17316077)	(17316077, 17316077)
Gm6729	ENSMUST00000165173.1	chr10	-	Annotation	(86541333, 86541333)	(86541333, 86541333)
Gm6741	ENSMUST00000057074.8	chr17	+	Annotation	(91236786, 91236786)	(91236786, 91236786)
Gm6760	P1P2	chrX	-	CAGE, matched peaks	(64152101, 64152111)	(64152101, 64152111)
Gm6763	ENSMUST00000180692.1	chr10	+	Annotation	(104151911, 104151911)	(104151911, 104151911)
Gm6763	ENSMUST00000181287.1	chr10	+	Annotation	(104151496, 104151496)	(104151496, 104151496)
Gm6768	P1P2	chr12	+	CAGE, primary peaks	(119260930, 119260936)	(119260930, 119260936)
Gm6772	P1P2	chr12	+	CAGE, matched peaks	(86734381, 86734417)	(86734365, 86734377)
Gm6792	P1P2	chr7	+	CAGE, matched peaks	(6252732, 6252755)	(6252732, 6252755)
Gm6793	ENSMUST00000071732.5	chr8	-	Annotation	(112015035, 112015035)	(112015035, 112015035)
Gm6802	ENSMUST00000167843.1	chr12	+	Annotation	(19490307, 19490307)	(19490307, 19490307)
Gm6803	ENSMUST00000178301.1	chr12	-	Annotation	(88018770, 88018770)	(88018770, 88018770)
Gm6811	ENSMUST00000169389.1	chr17	+	Annotation	(21093171, 21093171)	(21093171, 21093171)
Gm6812	ENSMUST00000074894.1	chrX	-	Annotation	(68893052, 68893052)	(68893052, 68893052)
Gm6816	P1P2	chr7	-	CAGE, matched peaks	(114927779, 114927781)	(114927779, 114927781)
Gm6821	ENSMUST00000107540.2	chr3	+	Annotation	(88381003, 88381003)	(88381003, 88381003)
Gm684	P1P2	chr9	-	CAGE, matched peaks	(51278540, 51278576)	(51278459, 51278478)
Gm6871	P1P2	chr7	-	CAGE, matched peaks	(41560812, 41560836)	(41560812, 41560836)
Gm6878	ENSMUST00000100448.2	chr14	-	Annotation	(67314710, 67314710)	(67314710, 67314710)
Gm6880	P1P2	chrX	-	CAGE, matched peaks	(74481509, 74481520)	(74481509, 74481520)
Gm6882	ENSMUST00000177741.1	chr7	-	Annotation	(21427940, 21427940)	(21427940, 21427940)
Gm6890	P1P2	chrX	+	CAGE, matched peaks	(74740778, 74740818)	(74740778, 74740818)
Gm6899	ENSMUST00000089614.4	chr11	+	Annotation	(26593240, 26593240)	(26593240, 26593240)
Gm6902	ENSMUST00000179072.1	chr7	-	Annotation	(23275242, 23275242)	(23275242, 23275242)
Gm6904	P1P2	chr14	-	CAGE, matched peaks	(59260203, 59260228)	(59260193, 59260198)
Gm694	P1P2	chr4	-	CAGE, matched peaks	(141436066, 141436113)	(141436066, 141436113)
Gm6970	P1P2	chr19	-	CAGE, primary peaks	(47171199, 47171203)	(47171199, 47171203)
Gm6994	ENSMUST00000163416.1	chr14	-	Annotation	(77501439, 77501439)	(77501439, 77501439)
Gm7008	P1P2	chr12	+	CAGE, matched peaks	(40223325, 40223350)	(40223459, 40223472)
Gm7030	P1P2	chr17	-	CAGE, matched peaks	(36129435, 36129463)	(36129505, 36129508)
Gm7052	ENSMUST00000167568.1	chr17	-	Annotation	(22040538, 22040538)	(22040538, 22040538)
Gm7073	ENSMUST00000114687.2	chrX	-	Annotation	(60452476, 60452476)	(60452476, 60452476)
Gm7073	ENSMUST00000166562.2	chrX	-	Annotation	(60539248, 60539248)	(60539248, 60539248)
Gm7075	ENSMUST00000054760.4	chr10	-	Annotation	(63421738, 63421738)	(63421738, 63421738)
Gm7092	P1P2	chr7	-	CAGE, matched peaks	(25615835, 25615859)	(25615874, 25615886)
Gm7094	P1P2	chr1	+	CAGE, primary peaks	(21272366, 21272401)	(21272366, 21272401)
Gm7102	P1P2	chr19	-	CAGE, primary peaks	(61176094, 61176110)	(61176004, 61176048)
Gm7104	ENSMUST00000179741.1	chr12	-	Annotation	(88286054, 88286054)	(88286054, 88286054)
Gm711	P1P2	chr2	+	CAGE, matched peaks	(26934028, 26934084)	(26934028, 26934084)
Gm7120	P1P2	chr13	+	CAGE, matched peaks	(119488487, 119488529)	(119488425, 119488478)
Gm7137	P1P2	chr10	-	CAGE, matched peaks	(77811884, 77811890)	(77811884, 77811890)
Gm7138	P1P2	chr10	-	CAGE, matched peaks	(77777009, 77777016)	(77777009, 77777016)
Gm7148	P1P2	chr17	+	CAGE, primary peaks	(40115214, 40115217)	(40115214, 40115217)
Gm7157	ENSMUST00000164764.1	chrX	+	Annotation	(152563333, 152563333)	(152563333, 152563333)
Gm7168	ENSMUST00000088809.5	chr17	+	Annotation	(13948372, 13948372)	(13948372, 13948372)
Gm7173	P1P2	chrX	-	CAGE, matched peaks	(79517333, 79517376)	(79517333, 79517376)
Gm7221	ENSMUST00000173283.1	chr7	-	Annotation	(42592546, 42592546)	(42592546, 42592546)
Gm7233	ENSMUST00000168619.1	chr14	+	Annotation	(43179866, 43179866)	(43179866, 43179866)
Gm7247	ENSMUST00000162998.1	chr14	+	Annotation	(51361755, 51361755)	(51361755, 51361755)
Gm7257	P1P2	chr9	+	CAGE, matched peaks	(36431822, 36431836)	(36431844, 36431853)
Gm7258	ENSMUST00000179317.1	chr7	-	Annotation	(128596277, 128596277)	(128596277, 128596277)
Gm7271	P1P2	chr5	+	CAGE, matched peaks	(76483892, 76483902)	(76483892, 76483902)
Gm7275	ENSMUST00000088296.2	chr16	+	Annotation	(48073443, 48073443)	(48073443, 48073443)
Gm7276	ENSMUST00000097520.2	chr18	-	Annotation	(77186256, 77186256)	(77186256, 77186256)
Gm7292	P1P2	chr6	+	CAGE, primary peaks	(117716340, 117716343)	(117716340, 117716343)
Gm7293	ENSMUST00000089534.4	chr9	+	Annotation	(51621424, 51621424)	(51621424, 51621424)
Gm732	P1P2	chrX	-	CAGE, matched peaks	(107948432, 107948443)	(107948460, 107948465)
Gm7325	P1P2	chr17	-	CAGE, matched peaks	(45602045, 45602056)	(45602096, 45602108)
Gm7334	ENSMUST00000061681.7	chr17	+	CAGE, robust peak	(50698517, 50698532)	(50698570, 50698574)
Gm7347	ENSMUST00000095004.3	chr5	-	Annotation	(26058580, 26058580)	(26058580, 26058580)
Gm7353	ENSMUST00000069044.5	chr7	-	Annotation	(3111949, 3111949)	(3111949, 3111949)
Gm7361	P1P2	chr5	+	CAGE, matched peaks	(26257717, 26257742)	(26257717, 26257742)
Gm7367	P1P2	chr7	+	CAGE, primary peaks	(60155527, 60155529)	(60155527, 60155529)
Gm7461	P1P2	chr8	-	CAGE, matched peaks	(4678338, 4678356)	(4678373, 4678392)
Gm7489	ENSMUST00000100666.2	chr15	+	Annotation	(53884905, 53884905)	(53884905, 53884905)
Gm7534	ENSMUST00000097849.2	chr4	-	Annotation	(134203003, 134203003)	(134203003, 134203003)
Gm7535	ENSMUST00000164167.1	chr17	-	Annotation	(17911946, 17911946)	(17911946, 17911946)
Gm7536	ENSMUST00000077389.6	chr3	+	Annotation	(24333045, 24333045)	(24333045, 24333045)
Gm757	P1P2	chr2	-	CAGE, matched peaks	(25236783, 25236790)	(25236816, 25236825)
Gm7579	P1P2	chr7	+	CAGE, primary peaks	(142211792, 142211796)	(142211792, 142211796)
Gm7589	ENSMUST00000085631.2	chr9	-	Annotation	(59146209, 59146209)	(59146209, 59146209)
Gm7647	ENSMUST00000097488.1	chr5	+	Annotation	(94962961, 94962961)	(94962961, 94962961)
Gm765	P1P2	chr6	-	CAGE, matched peaks	(98342661, 98342691)	(98342643, 98342656)
Gm766	P1P2	chr6	-	CAGE, matched peaks	(142804493, 142804511)	(142804493, 142804511)
Gm7676	P1P2	chr8	+	CAGE, primary peaks	(13896282, 13896287)	(13896282, 13896287)
Gm7682	ENSMUST00000098289.3	chr5	+	Annotation	(94445817, 94445817)	(94445817, 94445817)
Gm7694	ENSMUST00000179801.1	chr1	-	Annotation	(170306331, 170306331)	(170306331, 170306331)
Gm7714	P1P2	chr5	+	CAGE, matched peaks	(88268923, 88268934)	(88268923, 88268934)
Gm7729	P1P2	chr18	+	CAGE, primary peaks	(27598582, 27598585)	(27598582, 27598585)
Gm773	P1P2	chrX	-	CAGE, matched peaks	(56212903, 56212915)	(56212903, 56212915)
Gm7732	ENSMUST00000170486.1	chr17	+	Annotation	(21129350, 21129350)	(21129350, 21129350)
Gm7735	P1P2	chr16	+	CAGE, primary peaks	(89169433, 89169437)	(89169433, 89169437)
Gm7736	ENSMUST00000096981.3	chr17	+	Annotation	(21152561, 21152561)	(21152561, 21152561)
Gm7742	ENSMUST00000167648.1	chr17	+	Annotation	(21198951, 21198951)	(21198951, 21198951)
Gm7808	P1P2	chr9	-	CAGE, primary peaks	(19928320, 19928324)	(19928320, 19928324)
Gm7849	ENSMUST00000110752.3	chr8	-	Annotation	(21456559, 21456559)	(21456559, 21456559)
Gm7853	ENSMUST00000100708.3	chr14	-	Annotation	(36090815, 36090815)	(36090815, 36090815)
Gm7854	P1P2	chr5	-	CAGE, matched peaks	(43235342, 43235359)	(43235196, 43235208)
Gm7861	ENSMUST00000110749.3	chr8	-	Annotation	(21594507, 21594507)	(21594507, 21594507)
Gm7873	P1P2	chr16	+	CAGE, primary peaks	(18217873, 18217884)	(18217873, 18217884)
Gm7876	P1P2	chr14	+	CAGE, matched peaks	(4709237, 4709241)	(4709237, 4709241)
Gm7903	ENSMUST00000113172.1,ENSMUST00000179953.1	chrX	+	Annotation	(135433834, 135433834)	(135433834, 135433834)
Gm7929	ENSMUST00000178711.1	chr14	-	Annotation	(41750594, 41750594)	(41750594, 41750594)
Gm7932	P1P2	chr6	+	CAGE, primary peaks	(48860339, 48860358)	(48860339, 48860358)
Gm7942	ENSMUST00000163216.1	chr5	+	Annotation	(95106937, 95106937)	(95106937, 95106937)
Gm7945	ENSMUST00000164948.1	chr14	-	Annotation	(41386378, 41386378)	(41386378, 41386378)
Gm7951	ENSMUST00000171388.1	chr14	-	Annotation	(42117368, 42117368)	(42117368, 42117368)
Gm7954	ENSMUST00000164967.1	chr14	-	Annotation	(41453517, 41453517)	(41453517, 41453517)
Gm7964	P1P2	chr7	+	CAGE, primary peaks	(83755841, 83755872)	(83755841, 83755872)
Gm7970	ENSMUST00000167615.1	chr14	-	Annotation	(41555582, 41555582)	(41555582, 41555582)
Gm7978	ENSMUST00000178552.1	chr5	-	Annotation	(95734934, 95734934)	(95734934, 95734934)
Gm7980	ENSMUST00000168107.1	chr14	-	Annotation	(41907289, 41907289)	(41907289, 41907289)
Gm7982	ENSMUST00000136313.1,ENSMUST00000101011.3	chr5	+	Annotation	(95743807, 95743807)	(95743807, 95743807)
Gm7995	ENSMUST00000089789.4	chr14	+	Annotation	(42310209, 42310209)	(42310209, 42310209)
Gm8005	ENSMUST00000167326.1	chr14	-	Annotation	(42439672, 42439672)	(42439672, 42439672)
Gm8011	ENSMUST00000172163.1	chr14	+	Annotation	(42463880, 42463880)	(42463880, 42463880)
Gm8020	ENSMUST00000170174.1	chr14	-	Annotation	(42502348, 42502348)	(42502348, 42502348)
Gm8024	ENSMUST00000167099.1	chr14	-	Annotation	(42524281, 42524281)	(42524281, 42524281)
Gm8050	ENSMUST00000171987.1	chr14	-	Annotation	(6720250, 6720250)	(6720250, 6720250)
Gm806	P1P2	chr13	+	CAGE, matched peaks	(50467274, 50467313)	(50467274, 50467313)
Gm8068	ENSMUST00000167440.2	chr14	-	Annotation	(41701884, 41701884)	(41701884, 41701884)
Gm8074	ENSMUST00000095071.4	chr9	-	Annotation	(78322356, 78322356)	(78322356, 78322356)
Gm8082	ENSMUST00000165349.1	chr14	-	Annotation	(42993623, 42993623)	(42993623, 42993623)
Gm8094	ENSMUST00000165136.1	chr14	-	Annotation	(43076642, 43076642)	(43076642, 43076642)
Gm8104	ENSMUST00000168165.1	chr14	+	Annotation	(43100600, 43100600)	(43100600, 43100600)
Gm8108	ENSMUST00000170207.1	chr14	+	Annotation	(4110525, 4110525)	(4110525, 4110525)
Gm8113	P1P2	chr14	+	CAGE, primary peaks	(43925334, 43925348)	(43925334, 43925348)
Gm8122	ENSMUST00000165988.1	chr14	-	Annotation	(43235303, 43235303)	(43235303, 43235303)
Gm8126	ENSMUST00000169587.1	chr14	+	Annotation	(43258648, 43258648)	(43258648, 43258648)
Gm8127	ENSMUST00000163655.1	chr14	-	Annotation	(43293812, 43293812)	(43293812, 43293812)
Gm813	P1P2	chr16	-	CAGE, matched peaks	(58616973, 58616979)	(58616973, 58616979)
Gm8138	ENSMUST00000169473.1	chr14	-	Annotation	(43416349, 43416349)	(43416349, 43416349)
Gm815	ENSMUST00000099536.2	chr19	+	Annotation	(26885924, 26885924)	(26885924, 26885924)
Gm8159	ENSMUST00000163738.1,ENSMUST00000170546.1,ENSMUST00000179231.1	chr14	+	Annotation	(4632391, 4632391)	(4632391, 4632391)
Gm8165	ENSMUST00000095981.4	chr14	-	Annotation	(43677198, 43677198)	(43677198, 43677198)
Gm8180	P1P2	chr14	-	CAGE, primary peaks	(43784767, 43784779)	(43784767, 43784779)
Gm8186	P1P2	chr17	-	CAGE, primary peaks	(26099257, 26099259)	(26099257, 26099259)
Gm8206	ENSMUST00000164139.1	chr14	-	Annotation	(6038208, 6038208)	(6038208, 6038208)
Gm8206	ENSMUST00000171428.1	chr14	-	Annotation	(6023404, 6023404)	(6023404, 6023404)
Gm8212	ENSMUST00000166350.1	chr14	+	Annotation	(44197660, 44197660)	(44197660, 44197660)
Gm8214	ENSMUST00000172123.1	chr1	-	Annotation	(183682193, 183682193)	(183682193, 183682193)
Gm8220	ENSMUST00000169601.2	chr14	+	Annotation	(44285604, 44285604)	(44285604, 44285604)
Gm8225	ENSMUST00000090257.4	chr17	+	Annotation	(26542759, 26542759)	(26542759, 26542759)
Gm8226	ENSMUST00000177716.1	chr9	+	Annotation	(84423957, 84423957)	(84423957, 84423957)
Gm8229	ENSMUST00000168161.1	chr14	+	Annotation	(44365356, 44365356)	(44365356, 44365356)
Gm8232	ENSMUST00000164277.1	chr14	+	Annotation	(44433634, 44433634)	(44433634, 44433634)
Gm8237	ENSMUST00000164484.1	chr14	-	Annotation	(5880381, 5880381)	(5880381, 5880381)
Gm8246	ENSMUST00000180788.1,ENSMUST00000179411.1	chr14	-	Annotation	(5477829, 5477829)	(5477829, 5477829)
Gm8247	ENSMUST00000170094.1	chr14	+	Annotation	(44583152, 44583152)	(44583152, 44583152)
Gm8247	ENSMUST00000178759.1	chr14	+	Annotation	(44585477, 44585477)	(44585477, 44585477)
Gm8251	ENSMUST00000168641.1	chr1	-	Annotation	(44061935, 44061935)	(44061935, 44061935)
Gm8257	ENSMUST00000111860.2	chr14	-	Annotation	(44706455, 44706455)	(44706455, 44706455)
Gm8257	ENSMUST00000169583.1	chr14	-	Annotation	(44657356, 44657356)	(44657356, 44657356)
Gm8258	ENSMUST00000055593.7	chr5	+	Annotation	(104775910, 104775910)	(104775910, 104775910)
Gm826	P1P2	chr2	-	CAGE, matched peaks	(160327467, 160327499)	(160327401, 160327419)
Gm8265	ENSMUST00000170469.1	chr14	-	Annotation	(5633027, 5633027)	(5633027, 5633027)
Gm8267	ENSMUST00000165003.1	chr14	-	Annotation	(44724986, 44724986)	(44724986, 44724986)
Gm8271	ENSMUST00000171053.1	chr14	+	Annotation	(5185792, 5185792)	(5185792, 5185792)
Gm8279	ENSMUST00000165713.1	chr14	+	Annotation	(5131574, 5131574)	(5131574, 5131574)
Gm8281	ENSMUST00000163719.1	chr14	+	Annotation	(5071039, 5071039)	(5071039, 5071039)
Gm8297	ENSMUST00000171964.1	chr14	+	Annotation	(4983993, 4983993)	(4983993, 4983993)
Gm8298	ENSMUST00000179799.1	chr3	+	Annotation	(59861050, 59861050)	(59861050, 59861050)
Gm8300	P1P2	chr12	+	CAGE, matched peaks	(87514315, 87514319)	(87514315, 87514319)
Gm8325	P1P2	chr3	+	CAGE, primary peaks	(60877002, 60877017)	(60877002, 60877017)
Gm8332	ENSMUST00000179468.1	chr12	-	Annotation	(88250099, 88250099)	(88250099, 88250099)
Gm8334	ENSMUST00000112755.2	chrX	-	Annotation	(148615152, 148615152)	(148615152, 148615152)
Gm8356	ENSMUST00000163636.1,ENSMUST00000164917.1	chr14	-	Annotation	(6537280, 6537280)	(6537280, 6537280)
Gm8362	ENSMUST00000168790.1,ENSMUST00000170673.1	chr14	-	Annotation	(6774381, 6774381)	(6774381, 6774381)
Gm8369	P1P2	chr19	+	CAGE, matched peaks	(11492022, 11492053)	(11492065, 11492082)
Gm8374	ENSMUST00000163826.1	chr14	-	Annotation	(7365133, 7365133)	(7365133, 7365133)
Gm839	P1P2	chr6	-	CAGE, matched peaks	(89216070, 89216094)	(89216070, 89216094)
Gm8394	ENSMUST00000079684.6	chr10	+	Annotation	(85313487, 85313487)	(85313487, 85313487)
Gm8420	P1P2	chr1	-	CAGE, primary peaks	(51941289, 51941302)	(51941289, 51941302)
Gm8439	P1P2	chr4	+	CAGE, matched peaks	(120588728, 120588739)	(120588710, 120588722)
Gm8444	P1P2	chr15	-	CAGE, primary peaks	(81843749, 81843755)	(81843749, 81843755)
Gm8453	ENSMUST00000167253.1	chr7	-	Annotation	(22229483, 22229483)	(22229483, 22229483)
Gm8521	ENSMUST00000177968.1	chrY	+	Annotation	(3859228, 3859228)	(3859228, 3859228)
Gm853	P1P2	chr4	-	CAGE, matched peaks	(130222326, 130222349)	(130222393, 130222402)
Gm8597	ENSMUST00000115650.1	chr17	-	Annotation	(13404190, 13404190)	(13404190, 13404190)
Gm8603	ENSMUST00000074512.5	chr17	+	Annotation	(13516814, 13516814)	(13516814, 13516814)
Gm8653	ENSMUST00000163096.1	chr7	-	Annotation	(22201263, 22201263)	(22201263, 22201263)
Gm8660	ENSMUST00000105187.2	chr7	-	Annotation	(22371038, 22371038)	(22371038, 22371038)
Gm867	P1P2	chr10	-	CAGE, primary peaks	(75940633, 75940683)	(75940603, 75940623)
Gm8674	ENSMUST00000179367.1	chr13	-	Annotation	(49904596, 49904596)	(49904596, 49904596)
Gm8677	ENSMUST00000174637.1	chr7	-	Annotation	(22534886, 22534886)	(22534886, 22534886)
Gm8693	ENSMUST00000178871.1	chr7	-	Annotation	(22692316, 22692316)	(22692316, 22692316)
Gm872	P1P2	chr10	-	CAGE, primary peaks	(93081597, 93081644)	(93081597, 93081644)
Gm8720	ENSMUST00000168392.1	chr7	-	Annotation	(23067455, 23067455)	(23067455, 23067455)
Gm8730	P1P2	chr8	-	CAGE, matched peaks	(102865868, 102865876)	(102865868, 102865876)
Gm8764	ENSMUST00000181166.1	chr10	+	Annotation	(104160420, 104160420)	(104160420, 104160420)
Gm8764	ENSMUST00000181179.1	chr10	+	Annotation	(104160005, 104160005)	(104160005, 104160005)
Gm8765	ENSMUST00000099518.2	chr13	+	Annotation	(50698328, 50698328)	(50698328, 50698328)
Gm8773	P1P2	chr5	+	CAGE, primary peaks	(5573994, 5574013)	(5573980, 5573991)
Gm8775	P1P2	chr3	+	CAGE, primary peaks	(4211507, 4211517)	(4211507, 4211517)
Gm8787	ENSMUST00000114021.2	chrX	-	Annotation	(79358067, 79358067)	(79358067, 79358067)
Gm884	P1P2	chr11	-	CAGE, matched peaks	(103621422, 103621442)	(103621422, 103621442)
Gm8857	ENSMUST00000170064.1	chr5	+	Annotation	(10947729, 10947729)	(10947729, 10947729)
Gm8871	ENSMUST00000163544.1	chr5	+	Annotation	(11040114, 11040114)	(11040114, 11040114)
Gm8871	ENSMUST00000168945.2	chr5	+	Annotation	(10947804, 10947804)	(10947804, 10947804)
Gm8879	ENSMUST00000170260.1	chr5	+	Annotation	(11127633, 11127633)	(11127633, 11127633)
Gm8882	P1P2	chr6	-	CAGE, matched peaks	(132364129, 132364135)	(132364129, 132364135)
Gm8888	ENSMUST00000177677.1	chr15	-	Annotation	(96767140, 96767140)	(96767140, 96767140)
Gm8890	ENSMUST00000164262.1	chr5	+	Annotation	(11255932, 11255932)	(11255932, 11255932)
Gm8897	ENSMUST00000167041.1	chr5	+	Annotation	(11416417, 11416417)	(11416417, 11416417)
Gm8897	ENSMUST00000179679.1	chr5	+	Annotation	(11417625, 11417625)	(11417625, 11417625)
Gm8898	ENSMUST00000108949.2	chr2	-	Annotation	(175931050, 175931050)	(175931050, 175931050)
Gm8906	ENSMUST00000164651.1	chr5	+	Annotation	(11502684, 11502684)	(11502684, 11502684)
Gm8906	ENSMUST00000179375.1	chr5	+	Annotation	(11503812, 11503812)	(11503812, 11503812)
Gm8909	P1P2	chr17	-	CAGE, matched peaks	(36168532, 36168546)	(36168513, 36168528)
Gm8914	ENSMUST00000101396.2	chrX	+	Annotation	(91480125, 91480125)	(91480125, 91480125)
Gm8922	ENSMUST00000170057.1	chr5	+	Annotation	(11682001, 11682001)	(11682001, 11682001)
Gm8922	ENSMUST00000178989.1	chr5	+	Annotation	(11683235, 11683235)	(11683235, 11683235)
Gm8923	ENSMUST00000109002.2	chr2	+	Annotation	(175470062, 175470062)	(175470062, 175470062)
Gm8926	ENSMUST00000167566.1	chr5	+	Annotation	(11770547, 11770547)	(11770547, 11770547)
Gm8926	ENSMUST00000178158.1	chr5	+	Annotation	(11771685, 11771685)	(11771685, 11771685)
Gm8973	ENSMUST00000079818.3	chr15	+	Annotation	(99006055, 99006055)	(99006055, 99006055)
Gm8975	ENSMUST00000156818.1	chr19	-	Annotation	(33473190, 33473190)	(33473190, 33473190)
Gm8991	P1P2	chr5	-	CAGE, primary peaks	(16731097, 16731114)	(16731097, 16731114)
Gm8994	P1P2	chr6	+	CAGE, matched peaks	(136328517, 136328527)	(136328517, 136328527)
Gm9	P1P2	chrX	-	CAGE, matched peaks	(37210998, 37211010)	(37211019, 37211024)
Gm9008	P1P2	chr6	-	CAGE, primary peaks	(76498095, 76498112)	(76498095, 76498112)
Gm904	ENSMUST00000099519.1	chr13	+	Annotation	(50643227, 50643227)	(50643227, 50643227)
Gm9041	ENSMUST00000178929.1	chr17	+	Annotation	(39640956, 39640956)	(39640956, 39640956)
Gm9047	P1P2	chr6	+	CAGE, matched peaks	(29471457, 29471497)	(29471499, 29471518)
Gm906	ENSMUST00000099521.1	chr13	-	Annotation	(50250307, 50250307)	(50250307, 50250307)
Gm9112	ENSMUST00000113610.2	chrX	-	Annotation	(102707634, 102707634)	(102707634, 102707634)
Gm9116	ENSMUST00000098881.1	chr3	+	Annotation	(93909823, 93909823)	(93909823, 93909823)
Gm9117	ENSMUST00000177735.1	chr3	-	Annotation	(93938770, 93938770)	(93938770, 93938770)
Gm9125	ENSMUST00000178458.1	chr3	-	Annotation	(94050212, 94050212)	(94050212, 94050212)
Gm9125	ENSMUST00000180746.1	chr3	-	Annotation	(94054884, 94054884)	(94054884, 94054884)
Gm9242	P1P2	chr16	+	CAGE, primary peaks	(97489994, 97489998)	(97489994, 97489998)
Gm9257	P1P2	chr12	+	CAGE, primary peaks	(19606668, 19606690)	(19606668, 19606690)
Gm9268	ENSMUST00000173815.1,ENSMUST00000166914.1	chr7	+	Annotation	(43018797, 43018797)	(43018797, 43018797)
Gm9312	P1P2	chr12	-	CAGE, primary peaks	(24252419, 24252440)	(24252260, 24252261)
Gm933	ENSMUST00000179384.2	chr16	-	Annotation	(32810476, 32810476)	(32810476, 32810476)
Gm9376	ENSMUST00000171107.1	chr14	+	Annotation	(118267157, 118267157)	(118267157, 118267157)
Gm9396	P1P2	chr3	+	CAGE, primary peaks	(130068390, 130068391)	(130068390, 130068391)
Gm94	P1P2	chr18	-	CAGE, matched peaks	(43792873, 43792881)	(43792873, 43792881)
Gm9476	ENSMUST00000179109.1	chr10	-	Annotation	(100307184, 100307184)	(100307184, 100307184)
Gm9493	P1P2	chr19	+	CAGE, primary peaks	(23619325, 23619327)	(23619325, 23619327)
Gm9507	P1P2	chr10	-	CAGE, matched peaks	(77811884, 77811890)	(77811884, 77811890)
Gm9513	P1P2	chr9	+	CAGE, matched peaks	(36475580, 36475585)	(36475580, 36475585)
Gm9573	P1P2	chr17	-	CAGE, matched peaks	(35626634, 35626639)	(35626561, 35626582)
Gm960	P1P2	chr19	-	CAGE, matched peaks	(4698323, 4698332)	(4698304, 4698311)
Gm9602	ENSMUST00000163325.1,ENSMUST00000177973.1	chr14	+	Annotation	(4776374, 4776374)	(4776374, 4776374)
Gm9603	ENSMUST00000165814.1	chr14	-	Annotation	(5687456, 5687456)	(5687456, 5687456)
Gm9611	ENSMUST00000100698.3	chr14	-	Annotation	(42294778, 42294778)	(42294778, 42294778)
Gm9637	ENSMUST00000179141.1	chr14	-	Annotation	(19402598, 19402598)	(19402598, 19402598)
Gm9696	P1P2	chr3	+	CAGE, matched peaks	(59952135, 59952167)	(59952135, 59952167)
Gm97	P1P2	chr19	+	CAGE, matched peaks	(11697049, 11697057)	(11697049, 11697057)
Gm9705	P1P2	chr17	+	CAGE, matched peaks	(32621285, 32621320)	(32621285, 32621320)
Gm9726	ENSMUST00000180321.1	chr12	-	Annotation	(93929101, 93929101)	(93929101, 93929101)
Gm973	ENSMUST00000114243.1	chr1	+	Annotation	(59516263, 59516263)	(59516263, 59516263)
Gm9732	ENSMUST00000163912.1	chr14	+	Annotation	(43298871, 43298871)	(43298871, 43298871)
