sgId	Sublibrary	gene_name	length	pam coordinate	pass_score	position	strand	transcript_list
Gene_Expression=MED7_+_156569896.25-ENST00000286317.5~e39m1	Gene_Expression	MED7	25	156569896	e39m1	156569896	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569907.24-ENST00000286317.5~e39m1	Gene_Expression	MED7	24	156569907	e39m1	156569907	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569920.24-ENST00000286317.5~e39m1	Gene_Expression	MED7	24	156569920	e39m1	156569920	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569943.24-ENST00000286317.5~e39m1	Gene_Expression	MED7	24	156569943	e39m1	156569943	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569966.27-ENST00000286317.5~e39m1	Gene_Expression	MED7	27	156569966	e39m1	156569966	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569973.24-ENST00000286317.5~e39m1	Gene_Expression	MED7	24	156569973	e39m1	156569973	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156569992.26-ENST00000286317.5~e39m1	Gene_Expression	MED7	26	156569992	e39m1	156569992	+	['ENST00000286317.5']
Gene_Expression=MED7_+_156570017.26-ENST00000286317.5~e39m1	Gene_Expression	MED7	26	156570017	e39m1	156570017	+	['ENST00000286317.5']
Gene_Expression=MED7_-_156569536.23-ENST00000420343.1~e39m1	Gene_Expression	MED7	23	156569536	e39m1	156569536	-	['ENST00000420343.1']
Gene_Expression=MED7_-_156569591.22-ENST00000420343.1~e39m1	Gene_Expression	MED7	22	156569591	e39m1	156569591	-	['ENST00000420343.1']
Gene_Expression=MED7_-_156569929.27-ENST00000286317.5~e39m1	Gene_Expression	MED7	27	156569929	e39m1	156569929	-	['ENST00000286317.5']
Gene_Expression=MED7_-_156570052.24-ENST00000286317.5~e39m1	Gene_Expression	MED7	24	156570052	e39m1	156570052	-	['ENST00000286317.5']
Gene_Expression=MED8_+_43855199.23-all~e39m1	Gene_Expression	MED8	23	43855199	e39m1	43855199	+	['all']
Gene_Expression=MED8_+_43855248.23-all~e39m1	Gene_Expression	MED8	23	43855248	e39m1	43855248	+	['all']
Gene_Expression=MED8_+_43855275.24-all~e39m1	Gene_Expression	MED8	24	43855275	e39m1	43855275	+	['all']
Gene_Expression=MED8_+_43855305.24-all~e39m1	Gene_Expression	MED8	24	43855305	e39m1	43855305	+	['all']
Gene_Expression=MED8_+_43855363.24-all~e39m1	Gene_Expression	MED8	24	43855363	e39m1	43855363	+	['all']
Gene_Expression=MED8_+_43855380.22-all~e39m1	Gene_Expression	MED8	22	43855380	e39m1	43855380	+	['all']
Gene_Expression=MED8_+_43855387.24-all~e39m1	Gene_Expression	MED8	24	43855387	e39m1	43855387	+	['all']
Gene_Expression=MED8_+_43855397.23-all~e39m1	Gene_Expression	MED8	23	43855397	e39m1	43855397	+	['all']
Gene_Expression=MED8_+_43855443.22-all~e39m1	Gene_Expression	MED8	22	43855443	e39m1	43855443	+	['all']
Gene_Expression=MED8_-_43855502.23-all~e39m1	Gene_Expression	MED8	23	43855502	e39m1	43855502	-	['all']
Gene_Expression=MED9_+_17380274.23-all~e39m1	Gene_Expression	MED9	23	17380274	e39m1	17380274	+	['all']
Gene_Expression=MED9_+_17380325.24-all~e39m1	Gene_Expression	MED9	24	17380325	e39m1	17380325	+	['all']
Gene_Expression=MED9_+_17380406.22-all~e39m1	Gene_Expression	MED9	22	17380406	e39m1	17380406	+	['all']
Gene_Expression=MED9_+_17380413.23-all~e39m1	Gene_Expression	MED9	23	17380413	e39m1	17380413	+	['all']
Gene_Expression=MED9_+_17380468.24-all~e39m1	Gene_Expression	MED9	24	17380468	e39m1	17380468	+	['all']
Gene_Expression=MED9_+_17380519.22-all~e39m1	Gene_Expression	MED9	22	17380519	e39m1	17380519	+	['all']
Gene_Expression=MED9_-_17380320.24-all~e39m1	Gene_Expression	MED9	24	17380320	e39m1	17380320	-	['all']
Gene_Expression=MED9_-_17380335.23-all~e39m1	Gene_Expression	MED9	23	17380335	e39m1	17380335	-	['all']
Gene_Expression=MED9_-_17380358.24-all~e39m1	Gene_Expression	MED9	24	17380358	e39m1	17380358	-	['all']
Gene_Expression=MED9_-_17380496.23-all~e39m1	Gene_Expression	MED9	23	17380496	e39m1	17380496	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_+_95867912.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	24	95867912	e39m1	95867912	+	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_+_95867918.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	24	95867918	e39m1	95867918	+	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_+_95867933.22-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	22	95867933	e39m1	95867933	+	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_+_95867990.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	23	95867990	e39m1	95867990	+	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95867910.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	24	95867910	e39m1	95867910	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95867949.25-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	25	95867949	e39m1	95867949	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95867962.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	23	95867962	e39m1	95867962	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95867987.26-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	26	95867987	e39m1	95867987	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95868001.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	24	95868001	e39m1	95868001	-	['all']
Drug_Targets+Kinase_Phosphatase=METAP2_-_95868023.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	METAP2	23	95868023	e39m1	95868023	-	['all']
Unassigned=METTL16_+_2414931.23-all~e39m1	Unassigned	METTL16	23	2414931	e39m1	2414931	+	['all']
Unassigned=METTL16_+_2414943.24-all~e39m1	Unassigned	METTL16	24	2414943	e39m1	2414943	+	['all']
Unassigned=METTL16_+_2415072.24-all~e39m1	Unassigned	METTL16	24	2415072	e39m1	2415072	+	['all']
Unassigned=METTL16_+_2415104.23-all~e39m1	Unassigned	METTL16	23	2415104	e39m1	2415104	+	['all']
Unassigned=METTL16_+_2415138.22-all~e39m1	Unassigned	METTL16	22	2415138	e39m1	2415138	+	['all']
Unassigned=METTL16_+_2415173.23-all~e39m1	Unassigned	METTL16	23	2415173	e39m1	2415173	+	['all']
Unassigned=METTL16_-_2414926.24-all~e39m1	Unassigned	METTL16	24	2414926	e39m1	2414926	-	['all']
Unassigned=METTL16_-_2415002.23-all~e39m1	Unassigned	METTL16	23	2415002	e39m1	2415002	-	['all']
Unassigned=METTL16_-_2415088.24-all~e39m1	Unassigned	METTL16	24	2415088	e39m1	2415088	-	['all']
Unassigned=METTL16_-_2415205.24-all~e39m1	Unassigned	METTL16	24	2415205	e39m1	2415205	-	['all']
essential_crispri=METTL16_+_2414930.24-all~e39m1	essential_crispri	METTL16	24	2414930	e39m1	2414930	+	['all']
essential_crispri=METTL16_+_2414935.24-all~e39m1	essential_crispri	METTL16	24	2414935	e39m1	2414935	+	['all']
essential_crispri=METTL16_+_2414942.23-all~e39m1	essential_crispri	METTL16	23	2414942	e39m1	2414942	+	['all']
essential_crispri=METTL16_+_2415123.24-all~e39m1	essential_crispri	METTL16	24	2415123	e39m1	2415123	+	['all']
essential_crispri=METTL16_+_2415186.24-all~e39m1	essential_crispri	METTL16	24	2415186	e39m1	2415186	+	['all']
essential_crispri=METTL16_+_2415194.23-all~e39m1	essential_crispri	METTL16	23	2415194	e39m1	2415194	+	['all']
essential_crispri=METTL16_-_2415094.24-all~e39m1	essential_crispri	METTL16	24	2415094	e39m1	2415094	-	['all']
Trafficking+Mitochondria+Motility=METTL17_+_21457944.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21457944	e39m1	21457944	+	['all']
Trafficking+Mitochondria+Motility=METTL17_+_21458142.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21458142	e39m1	21458142	+	['all']
Trafficking+Mitochondria+Motility=METTL17_+_21458205.23-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	23	21458205	e39m1	21458205	+	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21457977.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21457977	e39m1	21457977	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21457988.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21457988	e39m1	21457988	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21458059.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21458059	e39m1	21458059	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21458089.22-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	22	21458089	e39m1	21458089	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21458124.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21458124	e39m1	21458124	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21458145.23-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	23	21458145	e39m1	21458145	-	['all']
Trafficking+Mitochondria+Motility=METTL17_-_21458210.24-all~e39m1	Trafficking+Mitochondria+Motility	METTL17	24	21458210	e39m1	21458210	-	['all']
Gene_Expression=METTL3_+_21979218.23-all~e39m1	Gene_Expression	METTL3	23	21979218	e39m1	21979218	+	['all']
Gene_Expression=METTL3_+_21979226.24-all~e39m1	Gene_Expression	METTL3	24	21979226	e39m1	21979226	+	['all']
Gene_Expression=METTL3_+_21979265.24-all~e39m1	Gene_Expression	METTL3	24	21979265	e39m1	21979265	+	['all']
Gene_Expression=METTL3_+_21979337.22-all~e39m1	Gene_Expression	METTL3	22	21979337	e39m1	21979337	+	['all']
Gene_Expression=METTL3_+_21979358.23-all~e39m1	Gene_Expression	METTL3	23	21979358	e39m1	21979358	+	['all']
Gene_Expression=METTL3_+_21979379.24-all~e39m1	Gene_Expression	METTL3	24	21979379	e39m1	21979379	+	['all']
Gene_Expression=METTL3_+_21979386.24-all~e39m1	Gene_Expression	METTL3	24	21979386	e39m1	21979386	+	['all']
Gene_Expression=METTL3_+_21979431.24-all~e39m1	Gene_Expression	METTL3	24	21979431	e39m1	21979431	+	['all']
Gene_Expression=METTL3_-_21979476.22-all~e39m1	Gene_Expression	METTL3	22	21979476	e39m1	21979476	-	['all']
Gene_Expression=METTL3_-_21979559.24-all~e39m1	Gene_Expression	METTL3	24	21979559	e39m1	21979559	-	['all']
Unassigned=MFAP1_+_44116718.23-all~e39m1	Unassigned	MFAP1	23	44116718	e39m1	44116718	+	['all']
Unassigned=MFAP1_+_44116789.24-all~e39m1	Unassigned	MFAP1	24	44116789	e39m1	44116789	+	['all']
Unassigned=MFAP1_+_44116849.24-all~e39m1	Unassigned	MFAP1	24	44116849	e39m1	44116849	+	['all']
Unassigned=MFAP1_+_44116856.23-all~e39m1	Unassigned	MFAP1	23	44116856	e39m1	44116856	+	['all']
Unassigned=MFAP1_-_44116733.24-all~e39m1	Unassigned	MFAP1	24	44116733	e39m1	44116733	-	['all']
Unassigned=MFAP1_-_44116774.23-all~e39m1	Unassigned	MFAP1	23	44116774	e39m1	44116774	-	['all']
Unassigned=MFAP1_-_44116904.24-all~e39m1	Unassigned	MFAP1	24	44116904	e39m1	44116904	-	['all']
Unassigned=MFAP1_-_44116980.24-all~e39m1	Unassigned	MFAP1	24	44116980	e39m1	44116980	-	['all']
Unassigned=MFAP1_-_44117045.23-all~e39m1	Unassigned	MFAP1	23	44117045	e39m1	44117045	-	['all']
essential_crispri=MFAP1_-_44116965.23-all~e39m1	essential_crispri	MFAP1	23	44116965	e39m1	44116965	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_+_19923687.23-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	23	19923687	e39m1	19923687	+	['all']
Trafficking+Mitochondria+Motility=MINOS1_+_19923718.24-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	24	19923718	e39m1	19923718	+	['all']
Trafficking+Mitochondria+Motility=MINOS1_+_19923741.24-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	24	19923741	e39m1	19923741	+	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923498.23-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	23	19923498	e39m1	19923498	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923609.23-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	23	19923609	e39m1	19923609	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923632.24-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	24	19923632	e39m1	19923632	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923721.24-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	24	19923721	e39m1	19923721	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923774.26-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	26	19923774	e39m1	19923774	-	['all']
Trafficking+Mitochondria+Motility=MINOS1_-_19923777.24-all~e39m1	Trafficking+Mitochondria+Motility	MINOS1	24	19923777	e39m1	19923777	-	['all']
Unassigned=MINOS1-NBL1_+_19923689.24-all~e39m1	Unassigned	MINOS1-NBL1	24	19923689	e39m1	19923689	+	['all']
Unassigned=MINOS1-NBL1_+_19923718.24-all~e39m1	Unassigned	MINOS1-NBL1	24	19923718	e39m1	19923718	+	['all']
Unassigned=MINOS1-NBL1_+_19923724.22-all~e39m1	Unassigned	MINOS1-NBL1	22	19923724	e39m1	19923724	+	['all']
Unassigned=MINOS1-NBL1_+_19923741.24-all~e39m1	Unassigned	MINOS1-NBL1	24	19923741	e39m1	19923741	+	['all']
Unassigned=MINOS1-NBL1_-_19923453.25-all~e39m1	Unassigned	MINOS1-NBL1	25	19923453	e39m1	19923453	-	['all']
Unassigned=MINOS1-NBL1_-_19923499.24-all~e39m1	Unassigned	MINOS1-NBL1	24	19923499	e39m1	19923499	-	['all']
Unassigned=MINOS1-NBL1_-_19923558.24-all~e39m1	Unassigned	MINOS1-NBL1	24	19923558	e39m1	19923558	-	['all']
Unassigned=MINOS1-NBL1_-_19923608.22-all~e39m1	Unassigned	MINOS1-NBL1	22	19923608	e39m1	19923608	-	['all']
Unassigned=MINOS1-NBL1_-_19923632.23-all~e39m1	Unassigned	MINOS1-NBL1	23	19923632	e39m1	19923632	-	['all']
Unassigned=MINOS1-NBL1_-_19923771.23-all~e39m1	Unassigned	MINOS1-NBL1	23	19923771	e39m1	19923771	-	['all']
Stress_Proteostasis=MIPEP_+_24463329.25-all~e39m1	Stress_Proteostasis	MIPEP	25	24463329	e39m1	24463329	+	['all']
Stress_Proteostasis=MIPEP_+_24463339.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463339	e39m1	24463339	+	['all']
Stress_Proteostasis=MIPEP_+_24463362.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463362	e39m1	24463362	+	['all']
Stress_Proteostasis=MIPEP_+_24463369.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463369	e39m1	24463369	+	['all']
Stress_Proteostasis=MIPEP_+_24463396.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463396	e39m1	24463396	+	['all']
Stress_Proteostasis=MIPEP_+_24463437.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463437	e39m1	24463437	+	['all']
Stress_Proteostasis=MIPEP_+_24463445.23-all~e39m1	Stress_Proteostasis	MIPEP	23	24463445	e39m1	24463445	+	['all']
Stress_Proteostasis=MIPEP_+_24463477.24-all~e39m1	Stress_Proteostasis	MIPEP	24	24463477	e39m1	24463477	+	['all']
Stress_Proteostasis=MIPEP_+_24463501.25-all~e39m1	Stress_Proteostasis	MIPEP	25	24463501	e39m1	24463501	+	['all']
Stress_Proteostasis=MIPEP_-_24463373.23-all~e39m1	Stress_Proteostasis	MIPEP	23	24463373	e39m1	24463373	-	['all']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5389716.22-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	22	5389716	e39m1	5389716	+	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5389753.23-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	23	5389753	e39m1	5389753	+	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5389770.24-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5389770	e39m1	5389770	+	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5389854.22-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	22	5389854	e39m1	5389854	+	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5389906.24-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5389906	e39m1	5389906	+	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5390209.24-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5390209	e39m1	5390209	+	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5390214.25-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	25	5390214	e39m1	5390214	+	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5390259.26-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	26	5390259	e39m1	5390259	+	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5390267.24-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5390267	e39m1	5390267	+	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_+_5390373.26-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	26	5390373	e39m1	5390373	+	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5389893.21-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	21	5389893	e39m1	5389893	-	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5389903.23-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	23	5389903	e39m1	5389903	-	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5389939.23-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	23	5389939	e39m1	5389939	-	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5389950.24-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5389950	e39m1	5389950	-	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5389995.23-ENST00000573759.1~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	23	5389995	e39m1	5389995	-	['ENST00000573759.1']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5390228.24-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5390228	e39m1	5390228	-	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5390263.24-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5390263	e39m1	5390263	-	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5390320.23-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	23	5390320	e39m1	5390320	-	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5390392.24-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	24	5390392	e39m1	5390392	-	['ENST00000381165.3']
Apoptosis+Cancer+Other_Cancer=MIS12_-_5390407.25-ENST00000381165.3~e39m1	Apoptosis+Cancer+Other_Cancer	MIS12	25	5390407	e39m1	5390407	-	['ENST00000381165.3']
essential_crispri=MIS12_+_5389753.22-ENST00000573759.1~e39m1	essential_crispri	MIS12	22	5389753	e39m1	5389753	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389765.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389765	e39m1	5389765	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389774.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389774	e39m1	5389774	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389822.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389822	e39m1	5389822	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389832.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389832	e39m1	5389832	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389910.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389910	e39m1	5389910	+	['ENST00000573759.1']
essential_crispri=MIS12_+_5389988.24-ENST00000573759.1~e39m1	essential_crispri	MIS12	24	5389988	e39m1	5389988	+	['ENST00000573759.1']
essential_crispri=MIS12_-_5389879.23-ENST00000573759.1~e39m1	essential_crispri	MIS12	23	5389879	e39m1	5389879	-	['ENST00000573759.1']
essential_crispri=MIS12_-_5390383.27-ENST00000381165.3~e39m1	essential_crispri	MIS12	27	5390383	e39m1	5390383	-	['ENST00000381165.3']
essential_crispri=MIS12_-_5390393.23-ENST00000381165.3~e39m1	essential_crispri	MIS12	23	5390393	e39m1	5390393	-	['ENST00000381165.3']
Unassigned=MIS18A_+_33651127.24-all~e39m1	Unassigned	MIS18A	24	33651127	e39m1	33651127	+	['all']
Unassigned=MIS18A_+_33651132.22-all~e39m1	Unassigned	MIS18A	22	33651132	e39m1	33651132	+	['all']
Unassigned=MIS18A_+_33651144.24-all~e39m1	Unassigned	MIS18A	24	33651144	e39m1	33651144	+	['all']
Unassigned=MIS18A_+_33651180.24-all~e39m1	Unassigned	MIS18A	24	33651180	e39m1	33651180	+	['all']
Unassigned=MIS18A_+_33651258.24-all~e39m1	Unassigned	MIS18A	24	33651258	e39m1	33651258	+	['all']
Unassigned=MIS18A_+_33651278.24-all~e39m1	Unassigned	MIS18A	24	33651278	e39m1	33651278	+	['all']
Unassigned=MIS18A_+_33651346.24-all~e39m1	Unassigned	MIS18A	24	33651346	e39m1	33651346	+	['all']
Unassigned=MIS18A_+_33651369.23-all~e39m1	Unassigned	MIS18A	23	33651369	e39m1	33651369	+	['all']
Unassigned=MIS18A_-_33651242.23-all~e39m1	Unassigned	MIS18A	23	33651242	e39m1	33651242	-	['all']
Unassigned=MIS18A_-_33651360.24-all~e39m1	Unassigned	MIS18A	24	33651360	e39m1	33651360	-	['all']
Gene_Expression=MIS18BP1_+_45722310.24-all~e39m1	Gene_Expression	MIS18BP1	24	45722310	e39m1	45722310	+	['all']
Gene_Expression=MIS18BP1_+_45722324.24-all~e39m1	Gene_Expression	MIS18BP1	24	45722324	e39m1	45722324	+	['all']
Gene_Expression=MIS18BP1_+_45722332.23-all~e39m1	Gene_Expression	MIS18BP1	23	45722332	e39m1	45722332	+	['all']
Gene_Expression=MIS18BP1_+_45722347.23-all~e39m1	Gene_Expression	MIS18BP1	23	45722347	e39m1	45722347	+	['all']
Gene_Expression=MIS18BP1_+_45722364.24-all~e39m1	Gene_Expression	MIS18BP1	24	45722364	e39m1	45722364	+	['all']
Gene_Expression=MIS18BP1_+_45722381.22-all~e39m1	Gene_Expression	MIS18BP1	22	45722381	e39m1	45722381	+	['all']
Gene_Expression=MIS18BP1_+_45722414.23-all~e39m1	Gene_Expression	MIS18BP1	23	45722414	e39m1	45722414	+	['all']
Gene_Expression=MIS18BP1_+_45722443.24-all~e39m1	Gene_Expression	MIS18BP1	24	45722443	e39m1	45722443	+	['all']
Gene_Expression=MIS18BP1_-_45722498.23-all~e39m1	Gene_Expression	MIS18BP1	23	45722498	e39m1	45722498	-	['all']
Gene_Expression=MIS18BP1_-_45722581.22-all~e39m1	Gene_Expression	MIS18BP1	22	45722581	e39m1	45722581	-	['all']
Gene_Expression=MKI67IP_+_122494234.23-all~e39m1	Gene_Expression	MKI67IP	23	122494234	e39m1	122494234	+	['all']
Gene_Expression=MKI67IP_+_122494257.23-all~e39m1	Gene_Expression	MKI67IP	23	122494257	e39m1	122494257	+	['all']
Gene_Expression=MKI67IP_+_122494264.24-all~e39m1	Gene_Expression	MKI67IP	24	122494264	e39m1	122494264	+	['all']
Gene_Expression=MKI67IP_+_122494437.24-all~e39m1	Gene_Expression	MKI67IP	24	122494437	e39m1	122494437	+	['all']
Gene_Expression=MKI67IP_+_122494486.24-all~e39m1	Gene_Expression	MKI67IP	24	122494486	e39m1	122494486	+	['all']
Gene_Expression=MKI67IP_-_122494224.25-all~e39m1	Gene_Expression	MKI67IP	25	122494224	e39m1	122494224	-	['all']
Gene_Expression=MKI67IP_-_122494239.24-all~e39m1	Gene_Expression	MKI67IP	24	122494239	e39m1	122494239	-	['all']
Gene_Expression=MKI67IP_-_122494503.24-all~e39m1	Gene_Expression	MKI67IP	24	122494503	e39m1	122494503	-	['all']
Gene_Expression=MKI67IP_-_122494532.22-all~e39m1	Gene_Expression	MKI67IP	22	122494532	e39m1	122494532	-	['all']
Gene_Expression=MKI67IP_-_122494542.24-all~e39m1	Gene_Expression	MKI67IP	24	122494542	e39m1	122494542	-	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279782.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	24	6279782	e39m1	6279782	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279869.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	23	6279869	e39m1	6279869	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279878.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	23	6279878	e39m1	6279878	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279918.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	24	6279918	e39m1	6279918	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279943.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	23	6279943	e39m1	6279943	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_+_6279948.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	24	6279948	e39m1	6279948	+	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_-_6279685.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	25	6279685	e39m1	6279685	-	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_-_6279711.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	25	6279711	e39m1	6279711	-	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_-_6279978.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	25	6279978	e39m1	6279978	-	['all']
Apoptosis+Cancer+Other_Cancer=MLLT1_-_6279996.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	MLLT1	24	6279996	e39m1	6279996	-	['all']
Stress_Proteostasis=MMD_+_53499080.24-all~e39m1	Stress_Proteostasis	MMD	24	53499080	e39m1	53499080	+	['all']
Stress_Proteostasis=MMD_+_53499150.24-all~e39m1	Stress_Proteostasis	MMD	24	53499150	e39m1	53499150	+	['all']
Stress_Proteostasis=MMD_+_53499259.24-all~e39m1	Stress_Proteostasis	MMD	24	53499259	e39m1	53499259	+	['all']
